policy_id,policy_date,agency,policy_type,affected_hcpcs_code,hospital_id,hospital_state,service_volume,avg_reimbursement_before_usd,avg_reimbursement_after_usd,claim_rejection_risk_score,estimated_financial_impact_usd
POL103686,2023-10-29,HHS,Billing Rule Change,A0427,HOSP1027,IN,1449,459.51,469.41,0.411,14345.1
POL103687,2023-05-04,CMS,Coverage Expansion,J3490,HOSP1073,TN,912,168.17,144.22,0.325,-21842.4
POL103688,2023-06-17,FDA,Billing Rule Change,A0429,HOSP1102,GA,2655,406.61,341.94,0.042,-171698.85
POL103689,2023-04-17,FDA,Coding Guideline Update,99213,HOSP1153,MD,240,438.11,363.41,0.367,-17928.0
POL103690,2022-04-10,FDA,Coding Guideline Update,99214,HOSP1091,MO,181,385.6,487.35,0.908,18416.75
POL103691,2024-01-06,HHS,Coding Guideline Update,99214,HOSP1262,MN,3232,131.18,137.09,0.563,19101.12
POL103692,2022-06-27,FDA,Reimbursement Update,J1885,HOSP1219,TN,3240,291.57,373.74,0.363,266230.8
POL103693,2024-10-18,CDC,Billing Rule Change,J1885,HOSP1205,FL,1502,207.61,156.32,0.344,-77037.58
POL103694,2022-09-01,HHS,Billing Rule Change,99215,HOSP1016,TN,4363,421.75,323.19,0.68,-430017.28
POL103695,2025-03-03,CDC,Billing Rule Change,99215,HOSP1014,MO,770,42.33,47.69,0.708,4127.2
POL103696,2023-05-30,CDC,Coding Guideline Update,A0425,HOSP1132,MD,4433,398.06,366.94,0.726,-137954.96
POL103697,2024-03-15,FDA,Billing Rule Change,80053,HOSP1019,CO,1407,576.78,612.0,0.888,49554.54
POL103698,2024-09-29,FDA,Compliance Requirement,A0429,HOSP1169,CA,4617,272.42,221.24,0.126,-236298.06
POL103699,2024-07-29,CDC,Compliance Requirement,85025,HOSP1126,AZ,1852,99.31,123.82,0.584,45392.52
POL103700,2022-05-23,HHS,Coding Guideline Update,J1100,HOSP1076,NC,983,373.56,445.86,0.18,71070.9
POL103701,2024-05-06,CDC,Reimbursement Update,71020,HOSP1054,OH,1720,428.58,424.88,0.52,-6364.0
POL103702,2022-03-28,CMS,Coverage Expansion,80053,HOSP1265,WA,842,401.8,356.32,0.867,-38294.16
POL103703,2024-04-06,CMS,Reimbursement Update,80048,HOSP1295,AZ,2121,518.34,530.53,0.199,25854.99
POL103704,2025-02-18,CMS,Coverage Expansion,83036,HOSP1183,MI,3905,213.14,258.53,0.066,177247.95
POL103705,2025-01-31,CDC,Compliance Requirement,A0427,HOSP1232,WA,4358,486.17,501.34,0.224,66110.86
POL103706,2022-02-05,HHS,Reimbursement Update,A0425,HOSP1217,TX,3979,104.44,116.43,0.354,47708.21
POL103707,2023-08-01,CDC,Billing Rule Change,90471,HOSP1266,WA,1988,415.45,333.42,0.257,-163075.64
POL103708,2023-01-11,CMS,Coding Guideline Update,80053,HOSP1226,MO,1629,123.84,145.21,0.431,34811.73
POL103709,2023-10-12,CDC,Coding Guideline Update,J1885,HOSP1188,WA,4498,165.69,202.97,0.68,167685.44
POL103710,2023-08-20,CDC,Coding Guideline Update,93000,HOSP1134,IN,3577,308.05,334.7,0.338,95327.05
POL103711,2022-07-08,CDC,Compliance Requirement,J1100,HOSP1063,TN,818,122.46,102.5,0.265,-16327.28
POL103712,2024-11-12,CMS,Compliance Requirement,J3490,HOSP1185,GA,2369,393.76,496.36,0.098,243059.4
POL103713,2025-04-10,CDC,Reimbursement Update,J1885,HOSP1013,MA,2575,214.88,245.14,0.244,77919.5
POL103714,2022-11-23,CDC,Coverage Expansion,99213,HOSP1022,IN,3524,396.49,446.62,0.193,176658.12
POL103715,2023-02-22,CMS,Billing Rule Change,J3490,HOSP1047,CO,337,157.45,160.91,0.973,1166.02
POL103716,2025-01-21,FDA,Coverage Expansion,99215,HOSP1225,IL,1945,63.76,81.02,0.029,33570.7
POL103717,2024-12-26,CMS,Compliance Requirement,93000,HOSP1182,IL,2212,166.86,147.5,0.86,-42824.32
POL103718,2023-01-09,CMS,Billing Rule Change,93000,HOSP1052,AZ,881,54.66,65.02,0.065,9127.16
POL103719,2022-10-18,CMS,Coverage Expansion,93010,HOSP1294,OH,2685,578.4,605.15,0.342,71823.75
POL103720,2023-12-01,CMS,Reimbursement Update,G0463,HOSP1034,AZ,1606,69.4,78.76,0.576,15032.16
POL103721,2023-10-30,CDC,Coverage Expansion,J3490,HOSP1029,WI,572,243.35,199.46,0.084,-25105.08
POL103722,2025-04-09,CDC,Coverage Expansion,A0427,HOSP1058,CO,938,293.0,275.48,0.899,-16433.76
POL103723,2025-01-22,HHS,Compliance Requirement,G0463,HOSP1235,FL,4603,394.12,308.07,0.295,-396088.15
POL103724,2022-02-04,FDA,Coding Guideline Update,99214,HOSP1166,AZ,2573,41.22,34.27,0.906,-17882.35
POL103725,2023-07-19,HHS,Reimbursement Update,A0427,HOSP1073,MO,4402,357.56,291.98,0.352,-288683.16
POL103726,2023-01-26,FDA,Coverage Expansion,36415,HOSP1282,WI,2727,422.34,393.86,0.111,-77664.96
POL103727,2022-08-12,CMS,Billing Rule Change,J2405,HOSP1298,NC,4929,502.77,506.67,0.388,19223.1
POL103728,2023-10-01,FDA,Reimbursement Update,A0429,HOSP1099,MA,2254,161.58,181.34,0.821,44539.04
POL103729,2022-05-22,CMS,Coverage Expansion,90471,HOSP1253,PA,3728,149.48,126.28,0.973,-86489.6
POL103730,2022-05-12,CDC,Reimbursement Update,80053,HOSP1015,MI,2629,472.07,405.27,0.659,-175617.2
POL103731,2023-04-06,CDC,Billing Rule Change,A0429,HOSP1220,IL,1033,341.83,356.26,0.726,14906.19
POL103732,2023-04-13,CMS,Coverage Expansion,71020,HOSP1035,WA,4785,275.72,345.25,0.967,332701.05
POL103733,2022-12-17,CMS,Billing Rule Change,36415,HOSP1267,MD,3708,401.63,393.28,0.262,-30961.8
POL103734,2024-08-03,HHS,Billing Rule Change,99214,HOSP1056,PA,1454,192.06,174.19,0.934,-25982.98
POL103735,2024-03-19,FDA,Compliance Requirement,99215,HOSP1203,WA,3312,137.16,122.34,0.569,-49083.84
POL103736,2024-02-22,FDA,Coverage Expansion,85025,HOSP1202,TX,4718,206.13,167.98,0.096,-179991.7
POL103737,2025-02-15,FDA,Coverage Expansion,A0429,HOSP1056,MI,1337,411.74,455.18,0.292,58079.28
POL103738,2024-01-10,HHS,Billing Rule Change,71020,HOSP1134,NY,1885,90.44,76.2,0.319,-26842.4
POL103739,2023-02-02,FDA,Coverage Expansion,99215,HOSP1148,FL,2659,524.18,632.62,0.921,288341.96
POL103740,2023-12-03,HHS,Billing Rule Change,85025,HOSP1094,WI,4312,238.71,251.47,0.413,55021.12
POL103741,2022-09-08,CDC,Billing Rule Change,J3490,HOSP1234,MD,1781,191.51,243.75,0.11,93039.44
POL103742,2023-11-02,HHS,Coverage Expansion,93010,HOSP1267,WA,3395,189.29,155.77,0.109,-113800.4
POL103743,2022-10-17,HHS,Coverage Expansion,A0429,HOSP1178,TN,2082,362.91,345.71,0.382,-35810.4
POL103744,2023-05-09,HHS,Coverage Expansion,A0427,HOSP1173,GA,4488,126.99,154.44,0.071,123195.6
POL103745,2022-01-12,CDC,Coverage Expansion,99213,HOSP1106,WA,600,194.63,189.41,0.429,-3132.0
POL103746,2024-08-16,FDA,Coding Guideline Update,93010,HOSP1075,MD,2030,370.75,351.65,0.94,-38773.0
POL103747,2022-08-20,CDC,Coverage Expansion,G0463,HOSP1098,WI,3921,116.56,124.61,0.947,31564.05
POL103748,2024-05-21,CMS,Coverage Expansion,99214,HOSP1063,IL,1355,164.75,195.36,0.351,41476.55
POL103749,2022-08-01,CDC,Compliance Requirement,80048,HOSP1112,CA,2937,116.63,143.18,0.78,77977.35
POL103750,2024-07-03,CMS,Coding Guideline Update,J3490,HOSP1092,NC,3569,475.57,568.66,0.622,332238.21
POL103751,2023-08-16,CMS,Coverage Expansion,93000,HOSP1101,CO,1878,368.46,467.34,0.905,185696.64
POL103752,2024-08-21,FDA,Reimbursement Update,80053,HOSP1012,WA,2103,149.79,184.45,0.386,72889.98
POL103753,2023-12-22,CDC,Compliance Requirement,36415,HOSP1135,NY,757,86.07,88.01,0.983,1468.58
POL103754,2024-03-01,CMS,Reimbursement Update,J1885,HOSP1084,CO,4809,190.23,169.4,0.738,-100171.47
POL103755,2023-01-06,CMS,Billing Rule Change,J2405,HOSP1280,MA,4570,76.53,63.9,0.865,-57719.1
POL103756,2022-03-17,HHS,Coding Guideline Update,93000,HOSP1166,WI,2165,401.21,322.36,0.941,-170710.25
POL103757,2024-08-11,CMS,Coding Guideline Update,90471,HOSP1195,NC,4838,438.93,329.24,0.483,-530680.22
POL103758,2024-11-15,FDA,Coding Guideline Update,J1100,HOSP1154,MA,2737,548.63,691.86,0.977,392020.51
POL103759,2023-01-28,FDA,Coverage Expansion,93000,HOSP1048,MD,2967,276.9,219.75,0.053,-169564.05
POL103760,2024-05-15,FDA,Coding Guideline Update,A0427,HOSP1233,AZ,3210,522.5,653.15,0.141,419386.5
POL103761,2023-01-06,CMS,Coverage Expansion,99215,HOSP1292,PA,1050,562.2,558.02,0.757,-4389.0
POL103762,2022-05-16,FDA,Billing Rule Change,80053,HOSP1040,MD,1204,518.73,503.7,0.968,-18096.12
POL103763,2022-03-04,CDC,Billing Rule Change,80048,HOSP1236,NC,2947,447.25,437.92,0.631,-27495.51
POL103764,2022-08-02,CDC,Coding Guideline Update,A0429,HOSP1088,CA,160,170.06,133.2,0.062,-5897.6
POL103765,2024-03-05,CMS,Billing Rule Change,J3490,HOSP1222,AZ,4341,566.93,612.29,0.842,196907.76
POL103766,2022-07-14,FDA,Coverage Expansion,J2405,HOSP1042,CO,4155,200.56,219.42,0.907,78363.3
POL103767,2024-05-26,HHS,Reimbursement Update,A0429,HOSP1295,MI,4514,257.04,233.95,0.03,-104228.26
POL103768,2023-05-18,CDC,Reimbursement Update,93000,HOSP1015,IL,3072,506.08,485.89,0.168,-62023.68
POL103769,2023-01-20,FDA,Reimbursement Update,99213,HOSP1020,NY,3153,61.54,66.23,0.812,14787.57
POL103770,2023-01-06,HHS,Coding Guideline Update,36415,HOSP1259,MO,1956,287.82,279.48,0.665,-16313.04
POL103771,2024-09-21,CDC,Compliance Requirement,A0427,HOSP1035,GA,3199,420.33,454.35,0.127,108829.98
POL103772,2022-06-29,HHS,Coding Guideline Update,J3490,HOSP1032,CA,2205,377.91,296.68,0.463,-179112.15
POL103773,2024-04-02,HHS,Reimbursement Update,J1100,HOSP1280,NC,4643,241.11,184.22,0.876,-264140.27
POL103774,2023-05-10,CDC,Billing Rule Change,80048,HOSP1130,MN,2256,542.99,519.78,0.132,-52361.76
POL103775,2024-04-05,CDC,Coverage Expansion,80053,HOSP1273,MO,1121,347.5,313.2,0.2,-38450.3
POL103776,2024-08-07,FDA,Billing Rule Change,99213,HOSP1258,FL,4347,219.57,231.27,0.679,50859.9
POL103777,2024-12-14,CMS,Reimbursement Update,A0429,HOSP1076,MA,3608,93.81,114.94,0.687,76237.04
POL103778,2024-10-26,FDA,Coverage Expansion,A0427,HOSP1056,GA,477,43.68,38.45,0.301,-2494.71
POL103779,2023-05-27,CDC,Billing Rule Change,99215,HOSP1102,FL,362,557.25,468.14,0.987,-32257.82
POL103780,2024-02-13,CDC,Reimbursement Update,71020,HOSP1066,MA,353,120.88,142.48,0.568,7624.8
POL103781,2025-04-07,CDC,Reimbursement Update,80053,HOSP1049,MI,2427,539.36,684.79,0.287,352958.61
POL103782,2024-09-25,HHS,Billing Rule Change,80048,HOSP1228,AZ,4670,285.03,234.29,0.209,-236955.8
POL103783,2022-11-28,CDC,Billing Rule Change,93000,HOSP1008,MO,4018,56.22,62.27,0.413,24308.9
POL103784,2024-03-04,CDC,Coverage Expansion,A0425,HOSP1185,PA,3127,195.73,226.13,0.268,95060.8
POL103785,2022-05-14,CMS,Reimbursement Update,J2405,HOSP1272,MO,4632,299.58,365.52,0.662,305434.08
POL103786,2024-09-21,HHS,Coverage Expansion,71020,HOSP1288,CO,4145,269.19,273.72,0.261,18776.85
POL103787,2024-11-19,CMS,Coverage Expansion,G0463,HOSP1191,IN,531,102.96,85.38,0.976,-9334.98
POL103788,2022-11-12,CDC,Coverage Expansion,J1100,HOSP1149,OH,3684,339.32,356.99,0.517,65096.28
POL103789,2023-12-22,CDC,Coverage Expansion,71020,HOSP1098,IL,4079,504.07,477.36,0.258,-108950.09
POL103790,2024-03-11,CDC,Coding Guideline Update,36415,HOSP1022,FL,720,369.33,397.82,0.381,20512.8
POL103791,2022-09-22,FDA,Reimbursement Update,J1885,HOSP1019,AZ,4738,374.96,362.39,0.577,-59556.66
POL103792,2023-10-24,FDA,Coding Guideline Update,80048,HOSP1186,MI,164,101.21,89.46,0.705,-1927.0
POL103793,2025-02-13,CMS,Coding Guideline Update,71020,HOSP1029,WI,3765,118.98,119.9,0.375,3463.8
POL103794,2024-03-27,FDA,Billing Rule Change,A0427,HOSP1146,TX,4197,229.37,247.07,0.44,74286.9
POL103795,2023-02-10,CDC,Reimbursement Update,J3490,HOSP1098,MA,783,58.63,49.13,0.311,-7438.5
POL103796,2023-12-12,HHS,Coverage Expansion,93010,HOSP1074,MI,1419,575.07,521.41,0.907,-76143.54
POL103797,2024-06-29,CMS,Coverage Expansion,85025,HOSP1082,TX,701,344.02,347.49,0.874,2432.47
POL103798,2024-07-24,HHS,Coverage Expansion,90471,HOSP1274,AZ,1322,446.66,445.75,0.739,-1203.02
POL103799,2024-02-17,CDC,Compliance Requirement,J2405,HOSP1167,NC,4130,55.9,69.46,0.705,56002.8
POL103800,2022-03-28,FDA,Coding Guideline Update,80048,HOSP1163,GA,4789,115.74,129.78,0.816,67237.56
POL103801,2022-04-21,CDC,Compliance Requirement,J1100,HOSP1076,PA,4512,328.63,255.94,0.435,-327977.28
POL103802,2022-12-01,HHS,Reimbursement Update,J1100,HOSP1145,OH,1306,406.85,524.62,0.053,153807.62
POL103803,2024-03-11,CMS,Compliance Requirement,80048,HOSP1284,PA,4665,209.9,226.49,0.642,77392.35
POL103804,2022-02-18,HHS,Coding Guideline Update,80048,HOSP1231,NC,3987,413.93,397.22,0.039,-66622.77
POL103805,2023-05-09,CDC,Reimbursement Update,J1885,HOSP1139,MD,2260,90.32,94.82,0.885,10170.0
POL103806,2025-02-17,FDA,Billing Rule Change,93010,HOSP1165,CO,1133,461.05,520.74,0.694,67628.77
POL103807,2024-08-22,FDA,Reimbursement Update,71020,HOSP1014,TX,4118,63.9,53.45,0.65,-43033.1
POL103808,2022-03-29,FDA,Coding Guideline Update,J1885,HOSP1274,MI,3021,210.33,218.51,0.361,24711.78
POL103809,2023-12-23,CMS,Coding Guideline Update,99213,HOSP1119,WA,3111,60.76,78.45,0.437,55033.59
POL103810,2022-08-30,FDA,Compliance Requirement,90471,HOSP1003,MA,2037,113.81,97.29,0.309,-33651.24
POL103811,2022-08-08,HHS,Reimbursement Update,A0425,HOSP1014,CO,214,597.95,557.5,0.104,-8656.3
POL103812,2023-11-06,FDA,Reimbursement Update,J2405,HOSP1011,MN,3835,567.42,482.77,0.188,-324632.75
POL103813,2023-02-27,HHS,Billing Rule Change,83036,HOSP1136,CO,3343,132.53,155.56,0.706,76989.29
POL103814,2023-01-30,FDA,Reimbursement Update,85025,HOSP1104,WA,2390,127.12,141.42,0.783,34177.0
POL103815,2024-06-20,HHS,Coverage Expansion,J3490,HOSP1069,MN,2989,171.94,137.39,0.725,-103269.95
POL103816,2023-02-04,HHS,Coverage Expansion,85025,HOSP1235,PA,3735,184.45,219.18,0.613,129716.55
POL103817,2023-03-16,FDA,Coverage Expansion,36415,HOSP1258,MA,3711,197.78,224.18,0.083,97970.4
POL103818,2022-07-23,FDA,Coverage Expansion,99214,HOSP1069,GA,2749,392.44,402.16,0.032,26720.28
POL103819,2022-09-27,HHS,Coverage Expansion,99213,HOSP1180,CO,1217,245.22,288.06,0.657,52136.28
POL103820,2024-09-26,HHS,Coding Guideline Update,93000,HOSP1085,WA,816,507.15,593.72,0.386,70641.12
POL103821,2022-05-09,HHS,Billing Rule Change,J2405,HOSP1165,MI,2103,364.69,317.85,0.871,-98504.52
POL103822,2022-02-13,HHS,Coverage Expansion,J3490,HOSP1020,WA,4518,83.99,74.5,0.028,-42875.82
POL103823,2024-07-25,CMS,Billing Rule Change,85025,HOSP1029,FL,4966,43.18,49.71,0.1,32427.98
POL103824,2023-04-15,FDA,Coding Guideline Update,99214,HOSP1214,FL,2386,564.67,649.42,0.741,202213.5
POL103825,2023-05-27,CDC,Compliance Requirement,90471,HOSP1044,PA,3124,574.7,438.74,0.889,-424739.04
POL103826,2023-12-20,HHS,Reimbursement Update,G0463,HOSP1100,WA,1127,159.33,166.08,0.21,7607.25
POL103827,2024-07-28,CMS,Coding Guideline Update,A0429,HOSP1166,WA,1925,481.57,465.15,0.973,-31608.5
POL103828,2023-05-11,FDA,Reimbursement Update,36415,HOSP1148,MO,4831,380.21,314.2,0.968,-318894.31
POL103829,2022-06-25,CDC,Coverage Expansion,93010,HOSP1113,TN,2741,147.5,128.99,0.845,-50735.91
POL103830,2022-02-25,HHS,Reimbursement Update,36415,HOSP1002,MD,1101,221.97,185.18,0.805,-40505.79
POL103831,2023-07-01,CMS,Coding Guideline Update,80048,HOSP1012,MI,485,53.04,52.87,0.515,-82.45
POL103832,2022-01-05,CDC,Billing Rule Change,A0427,HOSP1296,MI,985,117.12,99.74,0.709,-17119.3
POL103833,2024-11-11,CDC,Coding Guideline Update,J2405,HOSP1075,MN,2753,396.66,372.62,0.181,-66182.12
POL103834,2024-11-06,CDC,Reimbursement Update,71020,HOSP1270,AZ,3067,196.45,189.53,0.682,-21223.64
POL103835,2023-08-04,FDA,Compliance Requirement,99215,HOSP1001,WA,2327,407.82,468.09,0.097,140248.29
POL103836,2023-07-25,CDC,Billing Rule Change,90471,HOSP1054,CA,3016,595.18,704.0,0.397,328201.12
POL103837,2023-12-10,HHS,Reimbursement Update,99214,HOSP1214,CO,3908,303.12,389.1,0.339,336009.84
POL103838,2024-03-16,CMS,Reimbursement Update,J2405,HOSP1248,NY,2552,59.11,61.86,0.145,7018.0
POL103839,2024-06-20,CMS,Compliance Requirement,83036,HOSP1116,MD,488,261.57,319.93,0.552,28479.68
POL103840,2023-07-03,CMS,Reimbursement Update,A0429,HOSP1074,MN,2263,40.78,50.07,0.072,21023.27
POL103841,2023-10-01,CDC,Reimbursement Update,99214,HOSP1177,CA,4314,124.14,134.23,0.025,43528.26
POL103842,2024-12-24,CMS,Reimbursement Update,80053,HOSP1250,MD,3606,135.07,126.08,0.369,-32417.94
POL103843,2023-12-15,HHS,Reimbursement Update,J3490,HOSP1286,IN,1030,420.82,506.03,0.912,87766.3
POL103844,2023-09-24,HHS,Compliance Requirement,99214,HOSP1119,MI,2929,463.5,508.83,0.127,132771.57
POL103845,2022-09-29,CMS,Reimbursement Update,J1885,HOSP1118,IL,3981,127.0,155.79,0.314,114612.99
POL103846,2022-05-06,HHS,Compliance Requirement,J2405,HOSP1033,WA,676,580.99,494.24,0.632,-58643.0
POL103847,2022-01-01,HHS,Billing Rule Change,A0427,HOSP1058,GA,4116,457.17,569.63,0.961,462885.36
POL103848,2023-08-14,FDA,Coverage Expansion,80053,HOSP1149,NY,2247,486.86,380.2,0.435,-239665.02
POL103849,2023-05-18,FDA,Coding Guideline Update,80053,HOSP1088,MO,288,215.78,236.55,0.264,5981.76
POL103850,2023-01-20,HHS,Reimbursement Update,71020,HOSP1193,TN,118,127.26,97.25,0.264,-3541.18
POL103851,2024-12-05,HHS,Reimbursement Update,83036,HOSP1023,MA,4210,210.8,163.09,0.488,-200859.1
POL103852,2024-09-25,CMS,Compliance Requirement,J3490,HOSP1087,MO,139,382.77,460.84,0.25,10851.73
POL103853,2024-02-03,FDA,Billing Rule Change,J1100,HOSP1069,WI,4779,377.01,428.52,0.567,246166.29
POL103854,2023-03-05,FDA,Compliance Requirement,99214,HOSP1137,IN,2509,91.02,87.02,0.761,-10036.0
POL103855,2022-12-04,FDA,Billing Rule Change,90471,HOSP1062,MO,4408,279.86,344.38,0.658,284404.16
POL103856,2024-02-29,FDA,Reimbursement Update,A0427,HOSP1013,PA,2608,425.75,500.36,0.514,194582.88
POL103857,2023-04-15,CDC,Billing Rule Change,85025,HOSP1074,AZ,4825,574.6,636.15,0.022,296978.75
POL103858,2024-04-08,CMS,Coverage Expansion,90471,HOSP1192,WI,395,322.53,320.87,0.837,-655.7
POL103859,2022-03-28,CMS,Coding Guideline Update,J2405,HOSP1052,WA,3579,356.48,413.58,0.166,204360.9
POL103860,2024-10-27,HHS,Coverage Expansion,90471,HOSP1199,TN,2760,77.18,63.03,0.839,-39054.0
POL103861,2025-03-08,CMS,Billing Rule Change,J3490,HOSP1242,MO,1379,209.46,165.5,0.04,-60620.84
POL103862,2025-02-02,FDA,Coding Guideline Update,80048,HOSP1134,GA,2241,422.9,540.12,0.944,262690.02
POL103863,2024-10-16,FDA,Compliance Requirement,90471,HOSP1056,MO,1528,404.12,485.34,0.999,124104.16
POL103864,2024-02-17,CMS,Coding Guideline Update,80053,HOSP1074,WI,1829,443.92,472.25,0.081,51815.57
POL103865,2023-12-18,CMS,Compliance Requirement,G0463,HOSP1117,NY,3330,544.43,514.31,0.293,-100299.6
POL103866,2022-05-23,CMS,Coverage Expansion,J1885,HOSP1102,OH,3498,365.67,308.04,0.649,-201589.74
POL103867,2022-03-27,FDA,Coverage Expansion,J1885,HOSP1079,PA,4341,291.79,315.55,0.312,103142.16
POL103868,2023-01-27,FDA,Coverage Expansion,J2405,HOSP1195,TN,2931,473.12,361.64,0.058,-326747.88
POL103869,2022-07-15,CDC,Coverage Expansion,J1885,HOSP1164,WI,2493,520.94,539.56,0.213,46419.66
POL103870,2022-01-22,FDA,Coverage Expansion,99214,HOSP1203,CA,1878,448.98,378.21,0.851,-132906.06
POL103871,2022-02-03,CMS,Coverage Expansion,A0429,HOSP1224,MI,2956,367.39,408.6,0.08,121816.76
POL103872,2024-08-09,FDA,Reimbursement Update,93010,HOSP1041,IN,1296,341.62,370.21,0.234,37052.64
POL103873,2023-08-29,CDC,Reimbursement Update,36415,HOSP1008,TN,3897,515.59,445.31,0.683,-273881.16
POL103874,2024-07-25,FDA,Coverage Expansion,93010,HOSP1282,PA,1453,404.6,428.25,0.809,34363.45
POL103875,2022-03-13,CDC,Coverage Expansion,80053,HOSP1249,WI,2179,426.68,391.88,0.36,-75829.2
POL103876,2023-03-03,FDA,Reimbursement Update,G0463,HOSP1082,PA,4810,366.57,397.11,0.908,146897.4
POL103877,2025-04-14,CDC,Billing Rule Change,93000,HOSP1271,MI,2193,160.75,177.12,0.289,35899.41
POL103878,2024-07-02,CDC,Coverage Expansion,85025,HOSP1094,TX,1617,336.82,413.79,0.753,124460.49
POL103879,2022-01-05,HHS,Coding Guideline Update,J2405,HOSP1140,NC,4724,130.23,141.91,0.463,55176.32
POL103880,2022-12-03,FDA,Coverage Expansion,J1100,HOSP1295,TN,782,314.04,259.97,0.388,-42282.74
POL103881,2024-04-30,CDC,Coding Guideline Update,J2405,HOSP1113,IL,2662,566.42,672.29,0.89,281825.94
POL103882,2025-04-14,HHS,Billing Rule Change,80048,HOSP1054,MO,1782,94.0,95.8,0.55,3207.6
POL103883,2022-01-03,FDA,Compliance Requirement,A0427,HOSP1150,MI,235,127.16,165.18,0.299,8934.7
POL103884,2023-06-25,CMS,Billing Rule Change,36415,HOSP1064,WA,2712,570.82,643.38,0.454,196782.72
POL103885,2022-12-01,CMS,Coding Guideline Update,J2405,HOSP1119,OH,2937,418.1,330.35,0.365,-257721.75
POL103886,2024-07-14,CDC,Compliance Requirement,99214,HOSP1136,MI,1070,438.47,398.49,0.903,-42778.6
POL103887,2022-02-04,HHS,Coding Guideline Update,36415,HOSP1087,WI,116,391.85,460.65,0.909,7980.8
POL103888,2024-09-27,CDC,Compliance Requirement,J2405,HOSP1119,CA,1144,543.19,471.5,0.494,-82013.36
POL103889,2023-01-31,CDC,Billing Rule Change,A0427,HOSP1280,WA,3193,409.05,315.51,0.144,-298673.22
POL103890,2023-11-30,FDA,Billing Rule Change,J1100,HOSP1203,IL,3058,368.01,299.39,0.098,-209839.96
POL103891,2024-06-03,FDA,Coding Guideline Update,99215,HOSP1283,MA,3909,575.52,465.45,0.457,-430263.63
POL103892,2024-05-05,FDA,Compliance Requirement,90471,HOSP1263,MO,3416,252.1,249.08,0.364,-10316.32
POL103893,2023-10-20,FDA,Coding Guideline Update,G0463,HOSP1035,MN,3148,388.84,329.94,0.044,-185417.2
POL103894,2024-07-27,HHS,Coverage Expansion,99215,HOSP1010,NC,4385,70.46,90.92,0.05,89717.1
POL103895,2022-04-12,FDA,Coding Guideline Update,A0427,HOSP1100,WA,1237,200.69,247.94,0.598,58448.25
POL103896,2022-05-30,CDC,Coding Guideline Update,83036,HOSP1047,MA,1255,175.87,172.87,0.288,-3765.0
POL103897,2024-06-13,HHS,Reimbursement Update,80053,HOSP1005,CA,555,416.26,327.62,0.359,-49195.2
POL103898,2025-02-08,HHS,Billing Rule Change,80048,HOSP1275,NC,4225,442.96,407.98,0.755,-147790.5
POL103899,2024-04-18,HHS,Coverage Expansion,99214,HOSP1181,MA,4645,537.76,690.69,0.459,710359.85
POL103900,2024-08-12,CMS,Reimbursement Update,J2405,HOSP1028,IN,3742,47.28,57.38,0.292,37794.2
POL103901,2025-01-05,FDA,Compliance Requirement,A0425,HOSP1028,IL,3149,580.28,445.63,0.166,-424012.85
POL103902,2022-12-30,CMS,Coverage Expansion,83036,HOSP1113,IL,4882,335.73,274.29,0.49,-299950.08
POL103903,2023-01-15,FDA,Coding Guideline Update,71020,HOSP1122,IN,4923,181.73,230.7,0.216,241079.31
POL103904,2024-08-23,FDA,Coverage Expansion,93010,HOSP1123,MN,2664,138.28,113.71,0.176,-65454.48
POL103905,2023-01-21,HHS,Billing Rule Change,85025,HOSP1216,IN,1154,507.15,542.05,0.711,40274.6
POL103906,2023-01-23,FDA,Reimbursement Update,J2405,HOSP1208,NC,1703,495.63,471.69,0.024,-40769.82
POL103907,2022-08-13,HHS,Coverage Expansion,J3490,HOSP1109,OH,635,88.57,81.07,0.3,-4762.5
POL103908,2023-03-03,CMS,Coding Guideline Update,G0463,HOSP1081,TX,3174,391.35,501.56,0.269,349806.54
POL103909,2023-04-27,CMS,Coverage Expansion,A0429,HOSP1207,PA,1572,158.62,139.52,0.544,-30025.2
POL103910,2022-08-18,FDA,Compliance Requirement,85025,HOSP1092,AZ,4343,276.55,292.41,0.277,68879.98
POL103911,2022-11-25,CMS,Billing Rule Change,J1100,HOSP1222,TN,4406,480.29,438.7,0.742,-183245.54
POL103912,2024-02-02,HHS,Coding Guideline Update,G0463,HOSP1256,GA,4504,57.44,58.54,0.475,4954.4
POL103913,2024-05-24,HHS,Coverage Expansion,J1885,HOSP1165,MN,2417,138.66,134.62,0.338,-9764.68
POL103914,2024-05-25,CDC,Compliance Requirement,83036,HOSP1041,IL,2042,212.08,245.99,0.172,69244.22
POL103915,2024-11-01,FDA,Coding Guideline Update,71020,HOSP1299,NC,3357,493.29,370.55,0.709,-412038.18
POL103916,2023-09-15,CMS,Coverage Expansion,93000,HOSP1167,MI,367,476.4,460.21,0.574,-5941.73
POL103917,2023-07-07,CDC,Coverage Expansion,99215,HOSP1205,NY,690,400.66,428.95,0.381,19520.1
POL103918,2023-06-17,FDA,Billing Rule Change,36415,HOSP1125,CO,1431,498.2,620.57,0.534,175111.47
POL103919,2025-01-25,FDA,Compliance Requirement,90471,HOSP1067,MO,1514,235.2,238.82,0.88,5480.68
POL103920,2024-10-19,CMS,Billing Rule Change,99214,HOSP1008,OH,4915,115.93,144.62,0.401,141011.35
